SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100389,0,0,1,0,1,0,247500.0,1971072.0,68643.0,1800000.0,6,2,1,1,1,0.006207,-14216,-365,-3183.0,-4423,13.0,1,1,1,1,0,0,3,2.0,2,2,6,14,0,0,0,0,0,0,41,0.5585815844555191,0.748204082783147,0.7394117535524816,0.2227,0.0355,0.9816,0.7484,0.0018,0.24,0.2069,0.3333,0.375,0.0877,0.1807,0.2295,0.0039,0.0906,0.2269,0.0368,0.9816,0.7583,0.0018,0.2417,0.2069,0.3333,0.375,0.0897,0.1974,0.2392,0.0039,0.0959,0.2248,0.0355,0.9816,0.7518,0.0018,0.24,0.2069,0.3333,0.375,0.0892,0.1838,0.2337,0.0039,0.0925,2,0,0.2002,4,0,0.0,0.0,0.0,0.0,-2421.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100395,0,0,1,0,1,0,225000.0,888840.0,32053.5,675000.0,6,0,4,1,2,0.072508,-16719,-687,-8892.0,-240,12.0,1,1,0,1,0,0,4,2.0,1,1,0,17,0,0,0,0,0,0,4,0.6347416944004144,0.7756150234556971,0.7407990879702335,0.0907,0.0701,0.9732,0.6328,0.0,0.0,0.1607,0.1667,0.0417,0.0,0.074,0.0673,0.0,0.018,0.0756,0.0457,0.9737,0.6537,0.0,0.0,0.1379,0.1667,0.0417,0.0,0.0661,0.0677,0.0,0.0,0.0749,0.0829,0.9737,0.6444,0.0,0.0,0.1379,0.1667,0.0417,0.0,0.0616,0.0683,0.0,0.0006,2,0,0.0511,5,0,0.0,0.0,0.0,0.0,-3351.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100425,0,0,0,0,1,2,90000.0,688500.0,20259.0,688500.0,1,2,1,1,1,0.025164,-12982,-2850,-3476.0,-5139,64.0,1,1,0,1,0,0,3,4.0,2,2,2,8,0,0,0,0,0,0,27,0.3402057361624071,0.33558617623308,0.7106743858828587,0.0082,0.0,0.9608,0.4628,0.0008,0.0,0.0345,0.0833,0.125,0.0086,0.0067,0.006,0.0,0.0,0.0084,0.0,0.9608,0.4838,0.0008,0.0,0.0345,0.0833,0.125,0.0088,0.0073,0.0063,0.0,0.0,0.0083,0.0,0.9608,0.47,0.0008,0.0,0.0345,0.0833,0.125,0.0087,0.0068,0.0061,0.0,0.0,2,0,0.0082,6,0,3.0,0.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100479,0,1,1,0,1,0,90000.0,180000.0,9000.0,180000.0,6,2,4,3,1,0.018801,-9496,-189,-4182.0,-2153,64.0,1,1,0,1,0,0,8,1.0,2,2,3,7,0,0,0,0,1,1,5,0.0849019249776908,0.5735838084148978,0.4525335592581747,0.0495,0.0525,0.9742,0.6464,0.0072,0.0,0.1034,0.125,0.0417,0.013,0.0403,0.0397,0.0,0.0,0.0504,0.0545,0.9742,0.6602,0.0072,0.0,0.1034,0.125,0.0417,0.0133,0.0441,0.0414,0.0,0.0,0.05,0.0525,0.9742,0.6511,0.0072,0.0,0.1034,0.125,0.0417,0.0132,0.041,0.0404,0.0,0.0,2,0,0.0352,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
100508,0,0,0,0,1,0,450000.0,1971072.0,62019.0,1800000.0,5,0,1,1,1,0.032561,-18268,-2569,-4292.0,-1699,1.0,1,1,0,1,1,1,10,2.0,1,1,6,13,0,0,0,0,0,0,46,0.7461083442480991,0.7743680895683124,0.3441550073724169,0.1814,0.1071,0.9901,0.8708,0.0,0.22,0.1207,0.4167,0.4167,0.0265,0.0975,0.1525,0.0,0.0023,0.1218,0.0574,0.9896,0.8759,0.0,0.1208,0.1034,0.375,0.4167,0.0271,0.1065,0.1409,0.0,0.0,0.1832,0.1071,0.9901,0.8725,0.0,0.22,0.1207,0.4167,0.4167,0.0269,0.0992,0.1552,0.0,0.0023,1,0,0.2298,4,0,0.0,0.0,0.0,0.0,-523.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,1.0
100557,0,0,0,0,1,0,225000.0,1320975.0,43785.0,1183500.0,6,0,2,1,1,0.018801,-10825,-1802,-4757.0,-2238,11.0,1,1,0,1,1,0,14,2.0,2,2,1,10,0,0,0,0,0,0,5,0.610856705453554,0.3488361733767661,0.6313545365850379,0.1113,0.0665,0.9836,0.7756,0.068,0.12,0.1034,0.3333,0.375,0.1036,0.0908,0.1158,0.0,0.0,0.1134,0.069,0.9836,0.7844,0.0686,0.1208,0.1034,0.3333,0.375,0.1059,0.0992,0.1206,0.0,0.0,0.1124,0.0665,0.9836,0.7786,0.0685,0.12,0.1034,0.3333,0.375,0.1054,0.0923,0.1179,0.0,0.0,2,0,0.1197,4,0,0.0,0.0,0.0,0.0,-1266.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
100567,1,1,1,0,1,0,99000.0,180000.0,9000.0,180000.0,6,2,4,1,1,0.028663,-8063,-261,-738.0,-735,10.0,1,1,0,1,0,0,14,2.0,2,2,1,12,0,0,0,0,0,0,41,0.1293264003461732,0.2916600497102669,0.2176285202779586,0.0289,0.0328,0.9727,0.626,0.0056,0.0,0.1724,0.0833,0.125,0.0184,0.0235,0.0313,0.0,0.0,0.0294,0.0341,0.9727,0.6406,0.0056,0.0,0.1724,0.0833,0.125,0.0189,0.0257,0.0326,0.0,0.0,0.0291,0.0328,0.9727,0.631,0.0056,0.0,0.1724,0.0833,0.125,0.0188,0.0239,0.0319,0.0,0.0,2,0,0.0246,0,0,1.0,0.0,1.0,0.0,-390.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
100678,0,0,0,0,1,2,184500.0,1078200.0,31522.5,900000.0,5,2,1,1,1,0.020246,-10598,-854,-558.0,-630,6.0,1,1,0,1,0,0,6,4.0,3,3,5,9,0,0,0,0,1,1,18,0.2913389437488164,0.4726019397886651,0.4830501881366946,0.066,0.0799,0.9771,0.6872,0.0,0.0,0.1379,0.1667,0.0,0.0375,0.0538,0.0508,0.0,0.0459,0.0672,0.0829,0.9772,0.6994,0.0,0.0,0.1379,0.1667,0.0,0.0383,0.0588,0.0529,0.0,0.0486,0.0666,0.0799,0.9771,0.6914,0.0,0.0,0.1379,0.1667,0.0,0.0381,0.0547,0.0517,0.0,0.0469,0,0,0.0499,5,0,0.0,0.0,0.0,0.0,-1823.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100805,0,0,1,0,0,0,270000.0,1098000.0,28962.0,1098000.0,6,2,1,1,1,0.028663,-11809,-1901,-5293.0,-4495,2.0,1,1,0,1,0,0,10,2.0,2,2,6,9,0,0,0,0,0,0,5,0.3660180465775925,0.6912010832234691,0.6832688314232291,0.1429,0.1072,0.9851,0.7552,0.0586,0.104,0.1034,0.325,0.3333,0.0581,0.1225,0.1382,0.0019,0.0235,0.0756,0.042,0.9861,0.8171,0.0229,0.1611,0.1034,0.3333,0.375,0.0,0.0661,0.0586,0.0,0.0,0.1124,0.1091,0.9861,0.7652,0.0644,0.12,0.1034,0.3333,0.375,0.0624,0.1261,0.1717,0.0,0.0,2,0,0.1707,4,0,0.0,0.0,0.0,0.0,-401.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100810,0,1,1,0,1,2,540000.0,900000.0,45000.0,900000.0,6,0,1,1,1,0.018801,-12643,-770,-83.0,-4126,13.0,1,1,0,1,0,0,10,4.0,2,2,1,10,0,0,0,0,0,0,41,0.5154758594581931,0.1934974632139944,0.4241303111942548,0.2495,0.1257,0.994,0.9184,0.122,0.24,0.2069,0.375,0.4167,0.3106,0.2017,0.2564,0.0077,0.0071,0.2542,0.1305,0.994,0.9216,0.1232,0.2417,0.2069,0.375,0.4167,0.3177,0.2204,0.2671,0.0078,0.0075,0.2519,0.1257,0.994,0.9195,0.1228,0.24,0.2069,0.375,0.4167,0.316,0.2052,0.261,0.0078,0.0073,2,0,0.2683,4,0,0.0,0.0,0.0,0.0,-457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100852,0,0,1,0,1,0,157500.0,1190340.0,63549.0,1125000.0,6,2,4,1,1,0.0066709999999999,-19794,-2260,-7567.0,-3310,20.0,1,1,0,1,0,0,10,2.0,2,2,5,12,0,0,0,0,0,0,5,0.7114845300812284,0.4879060029806752,0.7610263695502636,0.0784,0.0,0.9896,0.8572,0.0108,0.0,0.0345,0.1667,0.2083,0.113,0.063,0.0799,0.0039,0.0001,0.0798,0.0,0.9896,0.8628,0.0109,0.0,0.0345,0.1667,0.2083,0.1156,0.0689,0.0832,0.0039,0.0001,0.0791,0.0,0.9896,0.8591,0.0109,0.0,0.0345,0.1667,0.2083,0.115,0.0641,0.0813,0.0039,0.0001,1,0,0.069,4,0,0.0,0.0,0.0,0.0,-569.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
100879,1,0,0,0,1,0,450000.0,1323000.0,47650.5,1323000.0,6,2,1,1,1,0.018209,-18740,-1369,-8719.0,-2232,2.0,1,1,0,1,0,0,14,2.0,3,3,5,10,0,0,0,0,0,0,49,0.821621599548189,0.2273969523669658,0.3170317785834444,0.1113,0.0792,0.9856,0.8028,0.056,0.0,0.2069,0.1667,0.0417,0.0747,0.0908,0.0892,0.0,0.0,0.1134,0.0822,0.9856,0.8105,0.0565,0.0,0.2069,0.1667,0.0417,0.0764,0.0992,0.093,0.0,0.0,0.1124,0.0792,0.9856,0.8054,0.0563,0.0,0.2069,0.1667,0.0417,0.076,0.0923,0.0908,0.0,0.0,2,0,0.1008,4,0,1.0,0.0,1.0,0.0,-271.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100920,0,0,1,0,1,3,112500.0,832500.0,24471.0,832500.0,6,2,4,1,1,0.028663,-13765,-1806,-8001.0,-4701,7.0,1,1,1,1,1,0,4,5.0,2,2,0,10,0,0,0,0,0,0,52,0.5223584928250413,0.5789341567637026,0.6430255641096323,0.0227,0.0,0.9826,0.762,0.0024,0.0,0.1034,0.0417,0.0417,0.0436,0.0185,0.0177,0.0,0.0,0.0231,0.0,0.9826,0.7713,0.0024,0.0,0.1034,0.0417,0.0417,0.0446,0.0202,0.0184,0.0,0.0,0.0229,0.0,0.9826,0.7652,0.0024,0.0,0.1034,0.0417,0.0417,0.0444,0.0188,0.018,0.0,0.0,2,0,0.0139,5,0,0.0,0.0,0.0,0.0,-3333.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
